trend_id,category,style,popularity_score,season,color_palette,fabric_type,price_range,brand_influence,social_media_trend
T1547,Shirt,Vintage,6,Spring,Earth-tone,Wool,Mid-range,Local,Instagram
T1548,Dress,Streetwear,28,Summer,Metallic,Cotton,Mid-range,Fast Fashion,Instagram
T1549,Dress,Bohemian,95,Spring,Metallic,Linen,Mid-range,Local,YouTube
T1550,Shoes,Minimalist,100,Winter,Metallic,Silk,Affordable,Luxury,Pinterest
T1551,Accessories,Formal,11,Spring,Pastel,Wool,High-end,High-end,YouTube
T1552,Shoes,Formal,72,Autumn,Neon,Silk,Affordable,High-end,Instagram
T1553,Accessories,Bohemian,22,Summer,Pastel,Velvet,High-end,High-end,TikTok
T1554,Accessories,Casual,4,Winter,Gradient,Wool,Mid-range,Luxury,Pinterest
T1555,Shoes,Streetwear,52,Summer,Gradient,Polyester,High-end,Fast Fashion,YouTube
T1556,Shoes,Streetwear,32,Winter,Gradient,Polyester,Mid-range,High-end,Pinterest
T1557,Dress,Sporty,77,Spring,Pastel,Polyester,High-end,Local,Pinterest
T1558,Shoes,Formal,87,Summer,Earth-tone,Denim,Mid-range,Luxury,TikTok
T1559,Shirt,Minimalist,96,Winter,Gradient,Cotton,Mid-range,Fast Fashion,Instagram
T1560,Dress,Bohemian,60,Summer,Gradient,Cotton,Mid-range,High-end,TikTok
T1561,Shirt,Bohemian,93,Spring,Pastel,Silk,Mid-range,High-end,Pinterest
T1562,Accessories,Streetwear,69,Spring,Gradient,Velvet,High-end,Local,Pinterest
T1563,Shoes,Vintage,14,Autumn,Monochrome,Velvet,Affordable,Luxury,Instagram
T1564,Pants,Sporty,38,Spring,Metallic,Polyester,Affordable,Fast Fashion,Instagram
T1565,Accessories,Bohemian,51,Summer,Neon,Linen,Affordable,Fast Fashion,TikTok
T1566,Pants,Vintage,99,Winter,Neon,Velvet,Affordable,Luxury,YouTube
T1567,Dress,Minimalist,31,Spring,Metallic,Wool,High-end,High-end,YouTube
T1568,Accessories,Casual,100,Winter,Neon,Cotton,High-end,Luxury,YouTube
T1569,Shirt,Vintage,36,Spring,Earth-tone,Cotton,Affordable,High-end,Instagram
T1570,Dress,Formal,26,Autumn,Monochrome,Linen,High-end,High-end,TikTok
T1571,Accessories,Casual,83,Spring,Gradient,Silk,Affordable,Fast Fashion,TikTok
T1572,Pants,Minimalist,90,Winter,Gradient,Denim,High-end,Local,YouTube
T1573,Pants,Casual,42,Autumn,Gradient,Wool,Mid-range,Fast Fashion,Instagram
T1574,Pants,Minimalist,14,Winter,Metallic,Wool,Affordable,Luxury,Pinterest
T1575,Accessories,Casual,14,Autumn,Neon,Velvet,Affordable,Fast Fashion,Instagram
T1576,Pants,Formal,41,Autumn,Earth-tone,Denim,Affordable,High-end,Pinterest
T1577,Shoes,Streetwear,81,Winter,Neon,Polyester,Affordable,High-end,YouTube
T1578,Shoes,Vintage,34,Autumn,Pastel,Cotton,High-end,Local,TikTok
T1579,Shirt,Bohemian,0,Autumn,Metallic,Wool,Affordable,Fast Fashion,TikTok
T1580,Pants,Vintage,65,Summer,Pastel,Velvet,Mid-range,Local,TikTok
T1581,Shirt,Vintage,58,Autumn,Pastel,Wool,Affordable,Local,Pinterest
T1582,Shirt,Minimalist,75,Autumn,Monochrome,Denim,Mid-range,Local,TikTok
T1583,Pants,Formal,15,Autumn,Pastel,Polyester,Affordable,Fast Fashion,Pinterest
T1584,Dress,Streetwear,12,Summer,Metallic,Wool,Mid-range,High-end,YouTube
T1585,Dress,Bohemian,3,Winter,Earth-tone,Polyester,Mid-range,High-end,Pinterest
T1586,Shirt,Casual,4,Spring,Metallic,Linen,Mid-range,Luxury,Pinterest
T1587,Shoes,Casual,13,Autumn,Earth-tone,Polyester,High-end,High-end,YouTube
T1588,Dress,Minimalist,21,Spring,Metallic,Velvet,Mid-range,High-end,Pinterest
T1589,Shoes,Sporty,43,Winter,Pastel,Wool,Affordable,High-end,Pinterest
T1590,Shirt,Casual,4,Summer,Gradient,Wool,High-end,Luxury,TikTok
T1591,Accessories,Vintage,55,Summer,Metallic,Silk,Affordable,Fast Fashion,TikTok
T1592,Shirt,Casual,13,Spring,Neon,Polyester,Mid-range,High-end,TikTok
T1593,Shirt,Vintage,65,Autumn,Pastel,Polyester,Affordable,Luxury,YouTube
T1594,Dress,Vintage,43,Summer,Monochrome,Cotton,Affordable,Luxury,Instagram
T1595,Dress,Vintage,34,Winter,Neon,Cotton,Mid-range,Local,Pinterest
T1596,Dress,Vintage,68,Summer,Pastel,Wool,High-end,Luxury,Pinterest
T1597,Accessories,Bohemian,31,Autumn,Neon,Denim,Affordable,Luxury,Instagram
T1598,Shoes,Bohemian,32,Summer,Monochrome,Velvet,Mid-range,Luxury,Pinterest
T1599,Pants,Vintage,51,Winter,Monochrome,Wool,Affordable,Luxury,TikTok
T1600,Accessories,Casual,53,Summer,Earth-tone,Cotton,Mid-range,Fast Fashion,Pinterest
T1601,Shoes,Vintage,0,Summer,Metallic,Cotton,Mid-range,Luxury,TikTok
T1602,Shirt,Vintage,10,Spring,Pastel,Cotton,Mid-range,Fast Fashion,YouTube
T1603,Accessories,Casual,83,Spring,Earth-tone,Velvet,High-end,Luxury,TikTok
T1604,Accessories,Casual,33,Autumn,Gradient,Linen,Affordable,Luxury,Instagram
T1605,Accessories,Streetwear,52,Autumn,Gradient,Denim,High-end,Fast Fashion,Pinterest
T1606,Accessories,Minimalist,26,Summer,Earth-tone,Velvet,High-end,Local,Pinterest
T1607,Shirt,Casual,17,Autumn,Metallic,Velvet,Mid-range,High-end,Instagram
T1608,Shoes,Sporty,85,Summer,Gradient,Denim,Mid-range,Local,Pinterest
T1609,Pants,Minimalist,38,Spring,Metallic,Denim,Mid-range,Local,Pinterest
T1610,Dress,Vintage,23,Spring,Metallic,Linen,High-end,Local,TikTok
T1611,Dress,Streetwear,3,Winter,Monochrome,Polyester,Mid-range,Fast Fashion,TikTok
T1612,Pants,Formal,90,Spring,Gradient,Denim,Affordable,High-end,Pinterest
T1613,Shirt,Streetwear,62,Summer,Neon,Linen,High-end,High-end,Pinterest
T1614,Pants,Casual,92,Winter,Gradient,Wool,Affordable,Local,YouTube
T1615,Shoes,Bohemian,22,Winter,Gradient,Silk,Mid-range,Fast Fashion,YouTube
T1616,Accessories,Vintage,40,Autumn,Pastel,Cotton,Mid-range,Luxury,Pinterest
T1617,Shoes,Bohemian,57,Spring,Earth-tone,Silk,Affordable,Local,Instagram
T1618,Pants,Sporty,41,Autumn,Earth-tone,Denim,High-end,High-end,Instagram
T1619,Pants,Sporty,68,Spring,Pastel,Denim,Mid-range,Local,Instagram
T1620,Shirt,Minimalist,62,Winter,Monochrome,Denim,High-end,Local,Instagram
T1621,Pants,Vintage,55,Spring,Pastel,Denim,Affordable,Fast Fashion,Pinterest
T1622,Accessories,Streetwear,31,Spring,Metallic,Polyester,High-end,Local,Instagram
T1623,Accessories,Streetwear,23,Autumn,Monochrome,Wool,High-end,Fast Fashion,Instagram
T1624,Accessories,Sporty,99,Winter,Neon,Linen,Mid-range,Local,YouTube
T1625,Shirt,Streetwear,19,Summer,Gradient,Denim,High-end,High-end,TikTok
T1626,Dress,Formal,28,Summer,Monochrome,Linen,High-end,Fast Fashion,Instagram
T1627,Accessories,Sporty,40,Winter,Earth-tone,Velvet,Mid-range,Fast Fashion,Pinterest
T1628,Accessories,Formal,19,Spring,Monochrome,Silk,Affordable,Fast Fashion,Instagram
T1629,Pants,Streetwear,51,Spring,Earth-tone,Linen,Mid-range,Local,TikTok
T1630,Shirt,Casual,28,Autumn,Neon,Cotton,High-end,Luxury,Pinterest
T1631,Shirt,Minimalist,80,Spring,Neon,Velvet,Affordable,Fast Fashion,Pinterest
T1632,Shoes,Formal,100,Winter,Metallic,Cotton,High-end,Local,YouTube
T1633,Dress,Bohemian,2,Summer,Gradient,Velvet,Mid-range,Local,YouTube
T1634,Dress,Bohemian,22,Spring,Metallic,Polyester,High-end,High-end,Pinterest
T1635,Shirt,Casual,36,Winter,Monochrome,Polyester,Affordable,High-end,YouTube
T1636,Shirt,Casual,50,Spring,Neon,Denim,Mid-range,High-end,Instagram
T1637,Shoes,Bohemian,64,Spring,Neon,Silk,High-end,Local,YouTube
T1638,Pants,Streetwear,94,Autumn,Neon,Polyester,Affordable,High-end,Pinterest
T1639,Dress,Minimalist,97,Winter,Earth-tone,Velvet,Affordable,Local,Pinterest
T1640,Accessories,Minimalist,49,Winter,Monochrome,Polyester,Affordable,Fast Fashion,YouTube
T1641,Accessories,Vintage,68,Spring,Earth-tone,Silk,Affordable,High-end,TikTok
T1642,Pants,Sporty,40,Summer,Gradient,Cotton,Mid-range,Fast Fashion,Pinterest
T1643,Pants,Minimalist,78,Autumn,Metallic,Denim,Affordable,Fast Fashion,Pinterest
T1644,Dress,Vintage,62,Winter,Pastel,Velvet,High-end,Local,Instagram
T1645,Accessories,Vintage,69,Spring,Pastel,Velvet,Affordable,Luxury,TikTok
T1646,Dress,Bohemian,80,Winter,Earth-tone,Velvet,High-end,High-end,Pinterest
T1647,Pants,Minimalist,90,Winter,Gradient,Denim,Mid-range,High-end,Instagram
T1648,Pants,Minimalist,76,Spring,Pastel,Polyester,Affordable,High-end,YouTube
T1649,Pants,Casual,4,Autumn,Gradient,Silk,High-end,High-end,Pinterest
T1650,Shirt,Casual,37,Summer,Earth-tone,Silk,Affordable,Luxury,YouTube
T1651,Pants,Bohemian,78,Summer,Gradient,Linen,High-end,Fast Fashion,TikTok
T1652,Accessories,Sporty,77,Winter,Earth-tone,Wool,Mid-range,Fast Fashion,Instagram
T1653,Pants,Bohemian,2,Summer,Metallic,Silk,High-end,Local,Pinterest
T1654,Accessories,Sporty,59,Spring,Neon,Linen,Mid-range,Fast Fashion,Instagram
T1655,Dress,Formal,33,Autumn,Neon,Linen,Mid-range,Fast Fashion,YouTube
T1656,Shirt,Formal,43,Autumn,Earth-tone,Linen,Mid-range,Luxury,TikTok
T1657,Accessories,Vintage,1,Winter,Earth-tone,Linen,High-end,Luxury,TikTok
T1658,Pants,Casual,10,Summer,Metallic,Denim,Affordable,Luxury,Pinterest
T1659,Shoes,Bohemian,79,Winter,Gradient,Denim,Mid-range,Fast Fashion,Pinterest
T1660,Accessories,Sporty,34,Spring,Earth-tone,Denim,Mid-range,Local,Pinterest
T1661,Pants,Casual,96,Winter,Gradient,Polyester,Affordable,Local,YouTube
T1662,Accessories,Bohemian,98,Spring,Monochrome,Linen,Mid-range,Local,Instagram
T1663,Shoes,Bohemian,86,Summer,Neon,Linen,Mid-range,High-end,YouTube
T1664,Accessories,Bohemian,12,Spring,Earth-tone,Linen,Mid-range,Fast Fashion,TikTok
T1665,Pants,Casual,92,Spring,Pastel,Cotton,Mid-range,Fast Fashion,Pinterest
T1666,Accessories,Formal,79,Spring,Gradient,Linen,High-end,Local,TikTok
T1667,Accessories,Casual,58,Summer,Earth-tone,Linen,High-end,Fast Fashion,TikTok
T1668,Shoes,Bohemian,62,Summer,Gradient,Velvet,High-end,High-end,YouTube
T1669,Accessories,Casual,87,Winter,Earth-tone,Linen,Affordable,Luxury,TikTok
T1670,Shoes,Formal,44,Summer,Neon,Velvet,Mid-range,Local,Pinterest
T1671,Pants,Bohemian,0,Spring,Neon,Velvet,High-end,Fast Fashion,TikTok
T1672,Pants,Vintage,42,Winter,Pastel,Wool,Affordable,High-end,Pinterest
T1673,Shirt,Sporty,59,Spring,Earth-tone,Silk,Affordable,High-end,TikTok
T1674,Shoes,Vintage,51,Summer,Monochrome,Velvet,High-end,Luxury,Instagram
T1675,Shoes,Bohemian,42,Autumn,Neon,Velvet,Affordable,Local,TikTok
T1676,Shoes,Sporty,59,Spring,Pastel,Polyester,High-end,High-end,TikTok
T1677,Dress,Vintage,83,Summer,Neon,Velvet,Mid-range,Fast Fashion,TikTok
T1678,Dress,Minimalist,50,Summer,Pastel,Wool,High-end,Luxury,TikTok
T1679,Pants,Casual,31,Winter,Gradient,Silk,Affordable,Local,TikTok
T1680,Dress,Formal,17,Summer,Neon,Linen,High-end,Fast Fashion,Instagram
T1681,Shirt,Minimalist,22,Autumn,Earth-tone,Wool,Affordable,High-end,Instagram
T1682,Shoes,Casual,31,Autumn,Earth-tone,Velvet,High-end,Luxury,Instagram
T1683,Pants,Vintage,99,Autumn,Gradient,Cotton,Mid-range,Fast Fashion,YouTube
T1684,Shirt,Streetwear,97,Autumn,Monochrome,Wool,Affordable,Local,Instagram
T1685,Accessories,Formal,29,Autumn,Neon,Polyester,Mid-range,Local,YouTube
T1686,Shirt,Casual,65,Summer,Metallic,Cotton,High-end,Local,TikTok
T1687,Shirt,Streetwear,42,Autumn,Neon,Denim,Affordable,High-end,TikTok
T1688,Dress,Casual,3,Summer,Neon,Polyester,Mid-range,Luxury,YouTube
T1689,Dress,Streetwear,82,Winter,Metallic,Wool,High-end,Local,TikTok
T1690,Pants,Minimalist,54,Summer,Monochrome,Wool,Mid-range,Fast Fashion,Instagram
T1691,Shirt,Sporty,43,Summer,Monochrome,Velvet,Mid-range,Local,Pinterest
T1692,Pants,Streetwear,66,Spring,Monochrome,Velvet,Mid-range,High-end,YouTube
T1693,Accessories,Minimalist,56,Autumn,Neon,Velvet,Mid-range,Local,YouTube
T1694,Shirt,Sporty,15,Winter,Pastel,Linen,Affordable,High-end,TikTok
T1695,Shoes,Vintage,80,Autumn,Pastel,Denim,High-end,High-end,YouTube
T1696,Pants,Streetwear,36,Autumn,Pastel,Linen,High-end,Fast Fashion,YouTube
T1697,Shoes,Minimalist,86,Spring,Gradient,Denim,High-end,High-end,Pinterest
T1698,Shirt,Streetwear,33,Summer,Earth-tone,Denim,Affordable,Fast Fashion,TikTok
T1699,Dress,Vintage,45,Winter,Gradient,Silk,High-end,Local,YouTube
T1700,Shoes,Formal,68,Summer,Metallic,Wool,Mid-range,High-end,Pinterest
T1701,Shoes,Streetwear,65,Autumn,Monochrome,Velvet,Affordable,Local,TikTok
T1702,Dress,Vintage,79,Spring,Monochrome,Silk,Affordable,Luxury,Pinterest
T1703,Dress,Streetwear,79,Summer,Pastel,Denim,Mid-range,Luxury,Instagram
T1704,Pants,Casual,15,Summer,Pastel,Polyester,Mid-range,Luxury,YouTube
T1705,Shirt,Bohemian,41,Summer,Gradient,Linen,Mid-range,Local,Instagram
T1706,Accessories,Sporty,85,Summer,Pastel,Wool,High-end,Fast Fashion,YouTube
T1707,Pants,Vintage,98,Summer,Pastel,Velvet,Affordable,Luxury,Pinterest
T1708,Pants,Sporty,59,Autumn,Gradient,Wool,High-end,Local,Instagram
T1709,Shirt,Minimalist,79,Winter,Neon,Denim,Mid-range,Local,Instagram
T1710,Dress,Sporty,3,Summer,Metallic,Wool,High-end,Fast Fashion,Instagram
T1711,Shoes,Bohemian,32,Autumn,Monochrome,Cotton,High-end,Local,Pinterest
T1712,Dress,Bohemian,82,Autumn,Neon,Velvet,Affordable,High-end,YouTube
T1713,Shoes,Vintage,21,Winter,Neon,Denim,Affordable,Fast Fashion,TikTok
T1714,Shoes,Streetwear,63,Summer,Neon,Silk,High-end,High-end,YouTube
T1715,Shirt,Casual,74,Summer,Metallic,Silk,High-end,Fast Fashion,YouTube
T1716,Shoes,Sporty,92,Summer,Metallic,Polyester,Mid-range,Luxury,TikTok
T1717,Dress,Sporty,50,Autumn,Monochrome,Wool,High-end,Fast Fashion,TikTok
T1718,Shoes,Casual,27,Summer,Neon,Denim,Mid-range,Fast Fashion,Instagram
T1719,Shoes,Formal,75,Winter,Monochrome,Silk,Affordable,High-end,Instagram
T1720,Dress,Formal,50,Winter,Earth-tone,Wool,High-end,Luxury,YouTube
T1721,Pants,Formal,44,Spring,Monochrome,Silk,High-end,Luxury,TikTok
T1722,Shirt,Minimalist,96,Autumn,Neon,Cotton,High-end,Local,TikTok
T1723,Shirt,Minimalist,59,Spring,Earth-tone,Wool,High-end,High-end,Pinterest
T1724,Dress,Casual,12,Autumn,Metallic,Velvet,Mid-range,High-end,Pinterest
T1725,Shirt,Minimalist,21,Winter,Neon,Denim,High-end,Local,Pinterest
T1726,Accessories,Sporty,33,Summer,Monochrome,Velvet,Mid-range,Fast Fashion,Instagram
T1727,Shoes,Minimalist,79,Autumn,Gradient,Denim,Affordable,High-end,YouTube
T1728,Accessories,Minimalist,57,Summer,Metallic,Silk,Affordable,Local,YouTube
T1729,Dress,Bohemian,96,Winter,Metallic,Linen,Mid-range,Local,YouTube
T1730,Dress,Vintage,57,Winter,Pastel,Cotton,Mid-range,High-end,Instagram
T1731,Pants,Sporty,7,Summer,Neon,Polyester,Affordable,High-end,Pinterest
T1732,Shirt,Minimalist,21,Spring,Monochrome,Denim,Mid-range,Fast Fashion,TikTok
T1733,Shoes,Casual,8,Spring,Earth-tone,Polyester,Mid-range,High-end,Pinterest
T1734,Pants,Vintage,35,Spring,Metallic,Polyester,Affordable,Local,Pinterest
T1735,Pants,Vintage,76,Winter,Earth-tone,Cotton,High-end,Fast Fashion,Instagram
T1736,Accessories,Minimalist,48,Spring,Gradient,Silk,High-end,Local,TikTok
T1737,Pants,Streetwear,46,Winter,Pastel,Cotton,Affordable,Luxury,Instagram
T1738,Shirt,Vintage,79,Autumn,Neon,Denim,Affordable,Luxury,TikTok
T1739,Shoes,Formal,47,Autumn,Gradient,Polyester,Mid-range,High-end,YouTube
T1740,Accessories,Vintage,83,Spring,Gradient,Silk,Affordable,Luxury,Pinterest
T1741,Shirt,Formal,96,Summer,Gradient,Polyester,Affordable,Fast Fashion,Instagram
T1742,Accessories,Sporty,72,Spring,Metallic,Silk,Affordable,Luxury,YouTube
T1743,Pants,Bohemian,4,Spring,Pastel,Denim,Affordable,Local,YouTube
T1744,Accessories,Formal,72,Summer,Gradient,Linen,Mid-range,Local,YouTube
T1745,Dress,Sporty,34,Summer,Pastel,Denim,Affordable,Luxury,YouTube
T1746,Shirt,Sporty,92,Summer,Gradient,Velvet,Mid-range,Luxury,Pinterest
T1747,Shirt,Formal,29,Spring,Earth-tone,Silk,Mid-range,Luxury,Instagram
T1748,Pants,Formal,49,Winter,Monochrome,Denim,Affordable,Luxury,Instagram
T1749,Shoes,Minimalist,56,Autumn,Metallic,Wool,High-end,Luxury,YouTube
T1750,Shirt,Casual,40,Winter,Metallic,Cotton,Mid-range,Luxury,Instagram
T1751,Accessories,Casual,9,Winter,Earth-tone,Velvet,Mid-range,High-end,Instagram
T1752,Shoes,Sporty,14,Spring,Pastel,Wool,Affordable,Local,TikTok
T1753,Pants,Vintage,89,Summer,Neon,Wool,Mid-range,Luxury,Pinterest
T1754,Dress,Sporty,59,Spring,Metallic,Denim,Affordable,Luxury,Instagram
T1755,Pants,Sporty,7,Winter,Monochrome,Linen,High-end,High-end,Instagram
T1756,Pants,Sporty,19,Spring,Monochrome,Silk,High-end,Luxury,Instagram
T1757,Shirt,Bohemian,55,Winter,Pastel,Silk,Affordable,Fast Fashion,YouTube
T1758,Accessories,Formal,29,Summer,Metallic,Denim,High-end,Local,YouTube
T1759,Accessories,Streetwear,84,Autumn,Gradient,Velvet,Affordable,High-end,TikTok
T1760,Dress,Minimalist,93,Spring,Earth-tone,Wool,Affordable,High-end,Instagram
T1761,Shirt,Casual,4,Autumn,Pastel,Cotton,Affordable,Local,YouTube
T1762,Pants,Formal,30,Winter,Earth-tone,Denim,High-end,Local,Instagram
T1763,Shirt,Minimalist,82,Winter,Gradient,Velvet,Affordable,High-end,YouTube
T1764,Accessories,Minimalist,93,Autumn,Earth-tone,Wool,High-end,Local,Instagram
T1765,Pants,Formal,23,Summer,Metallic,Velvet,Affordable,Luxury,YouTube
T1766,Dress,Sporty,79,Spring,Gradient,Linen,Mid-range,Luxury,YouTube
T1767,Pants,Formal,90,Spring,Earth-tone,Denim,Affordable,High-end,TikTok
T1768,Accessories,Minimalist,89,Winter,Gradient,Velvet,Affordable,Local,Instagram
T1769,Accessories,Casual,46,Winter,Earth-tone,Silk,High-end,Local,TikTok
T1770,Dress,Casual,96,Summer,Gradient,Wool,Affordable,Local,Pinterest
T1771,Pants,Formal,84,Winter,Earth-tone,Silk,Mid-range,Local,Pinterest
T1772,Shoes,Formal,76,Winter,Gradient,Polyester,Mid-range,Fast Fashion,YouTube
T1773,Shirt,Streetwear,21,Winter,Pastel,Polyester,Affordable,High-end,YouTube
T1774,Pants,Vintage,17,Spring,Monochrome,Linen,Mid-range,Luxury,Instagram
T1775,Pants,Formal,79,Autumn,Neon,Silk,Mid-range,High-end,YouTube
T1776,Dress,Sporty,96,Spring,Monochrome,Linen,Mid-range,Luxury,Pinterest
T1777,Shoes,Casual,66,Spring,Metallic,Linen,Mid-range,High-end,Instagram
T1778,Shoes,Vintage,34,Summer,Monochrome,Silk,High-end,Local,YouTube
T1779,Dress,Sporty,86,Autumn,Gradient,Cotton,Affordable,Local,TikTok
T1780,Shirt,Streetwear,91,Winter,Metallic,Denim,High-end,Luxury,Pinterest
T1781,Shoes,Vintage,46,Autumn,Metallic,Wool,High-end,Local,TikTok
T1782,Dress,Formal,72,Winter,Neon,Velvet,High-end,Fast Fashion,TikTok
T1783,Dress,Minimalist,37,Summer,Gradient,Silk,High-end,High-end,TikTok
T1784,Shoes,Bohemian,47,Winter,Earth-tone,Polyester,Affordable,High-end,Instagram
T1785,Pants,Formal,43,Summer,Metallic,Silk,High-end,Luxury,Pinterest
T1786,Pants,Casual,67,Autumn,Gradient,Denim,High-end,Fast Fashion,Pinterest
T1787,Shoes,Formal,64,Winter,Earth-tone,Silk,Affordable,Fast Fashion,Pinterest
T1788,Shirt,Casual,45,Summer,Pastel,Linen,High-end,Fast Fashion,TikTok
T1789,Pants,Casual,21,Summer,Monochrome,Wool,Mid-range,Local,YouTube
T1790,Dress,Streetwear,31,Winter,Neon,Cotton,Mid-range,Fast Fashion,TikTok
T1791,Dress,Formal,33,Autumn,Gradient,Wool,Mid-range,Luxury,Instagram
T1792,Shirt,Casual,80,Autumn,Pastel,Polyester,Mid-range,Fast Fashion,YouTube
T1793,Shirt,Minimalist,36,Spring,Monochrome,Cotton,Affordable,High-end,Instagram
T1794,Accessories,Casual,61,Winter,Earth-tone,Wool,Affordable,Fast Fashion,TikTok
T1795,Shoes,Bohemian,55,Summer,Monochrome,Linen,Affordable,High-end,Pinterest
T1796,Accessories,Vintage,53,Spring,Monochrome,Polyester,Mid-range,Luxury,TikTok
T1797,Shirt,Bohemian,40,Autumn,Gradient,Denim,Mid-range,High-end,Pinterest
T1798,Dress,Streetwear,3,Autumn,Neon,Polyester,Affordable,Luxury,TikTok
T1799,Shoes,Streetwear,6,Winter,Monochrome,Denim,Affordable,Fast Fashion,Instagram
T1800,Shoes,Minimalist,6,Autumn,Metallic,Wool,Mid-range,High-end,Instagram
T1801,Accessories,Formal,49,Spring,Earth-tone,Linen,High-end,Luxury,TikTok
T1802,Shirt,Casual,53,Winter,Pastel,Linen,High-end,Fast Fashion,Pinterest
T1803,Shirt,Streetwear,36,Autumn,Gradient,Linen,Affordable,Fast Fashion,YouTube
T1804,Pants,Casual,66,Autumn,Earth-tone,Cotton,High-end,High-end,Pinterest
T1805,Shoes,Vintage,64,Spring,Monochrome,Silk,Mid-range,Local,Instagram
T1806,Shirt,Bohemian,40,Autumn,Metallic,Silk,High-end,Local,Instagram
T1807,Dress,Vintage,7,Autumn,Monochrome,Cotton,High-end,High-end,TikTok
T1808,Pants,Streetwear,41,Autumn,Neon,Wool,Affordable,High-end,YouTube
T1809,Shoes,Bohemian,81,Spring,Neon,Velvet,Affordable,Fast Fashion,Instagram
T1810,Accessories,Streetwear,32,Autumn,Gradient,Linen,High-end,Fast Fashion,Instagram
T1811,Accessories,Minimalist,0,Spring,Earth-tone,Cotton,Affordable,Fast Fashion,Instagram
T1812,Shoes,Minimalist,71,Autumn,Monochrome,Wool,Mid-range,Fast Fashion,Pinterest
T1813,Shoes,Vintage,6,Spring,Gradient,Polyester,High-end,Luxury,Instagram
T1814,Shoes,Bohemian,78,Spring,Earth-tone,Wool,Mid-range,Local,Pinterest
T1815,Pants,Streetwear,73,Spring,Neon,Silk,Mid-range,Fast Fashion,YouTube
T1816,Shirt,Formal,62,Winter,Neon,Polyester,High-end,Fast Fashion,TikTok
T1817,Dress,Formal,6,Summer,Pastel,Velvet,High-end,High-end,Pinterest
T1818,Shirt,Casual,21,Summer,Earth-tone,Linen,High-end,Luxury,YouTube
T1819,Accessories,Casual,14,Autumn,Monochrome,Cotton,Mid-range,High-end,Instagram
T1820,Shirt,Sporty,14,Spring,Neon,Linen,Mid-range,Fast Fashion,TikTok
T1821,Dress,Sporty,4,Autumn,Neon,Wool,High-end,Luxury,Pinterest
T1822,Pants,Minimalist,19,Spring,Metallic,Wool,High-end,Fast Fashion,Pinterest
T1823,Accessories,Vintage,72,Spring,Gradient,Silk,Mid-range,Fast Fashion,TikTok
T1824,Shirt,Sporty,19,Spring,Monochrome,Linen,Mid-range,Fast Fashion,Pinterest
T1825,Shoes,Sporty,40,Autumn,Gradient,Silk,High-end,Luxury,TikTok
T1826,Shirt,Bohemian,33,Autumn,Monochrome,Silk,Affordable,Luxury,YouTube
T1827,Accessories,Streetwear,27,Autumn,Pastel,Cotton,High-end,Luxury,Instagram
T1828,Dress,Vintage,11,Winter,Metallic,Cotton,High-end,Fast Fashion,Pinterest
T1829,Accessories,Sporty,31,Summer,Monochrome,Wool,Mid-range,High-end,Instagram
T1830,Shirt,Casual,99,Winter,Monochrome,Cotton,Affordable,Local,Instagram
T1831,Accessories,Formal,50,Autumn,Neon,Wool,Mid-range,Local,Pinterest
T1832,Shirt,Sporty,41,Autumn,Monochrome,Velvet,Affordable,Fast Fashion,TikTok
T1833,Pants,Vintage,55,Autumn,Pastel,Velvet,Mid-range,High-end,TikTok
T1834,Pants,Casual,24,Winter,Metallic,Wool,Affordable,High-end,Pinterest
T1835,Dress,Sporty,92,Autumn,Monochrome,Polyester,Affordable,Local,YouTube
T1836,Accessories,Minimalist,43,Autumn,Gradient,Wool,High-end,High-end,Pinterest
T1837,Dress,Sporty,87,Winter,Metallic,Polyester,Mid-range,Local,Instagram
T1838,Shoes,Bohemian,96,Autumn,Gradient,Denim,High-end,Local,YouTube
T1839,Pants,Sporty,75,Summer,Earth-tone,Cotton,High-end,Local,Instagram
T1840,Shoes,Bohemian,92,Winter,Monochrome,Polyester,Affordable,Fast Fashion,Pinterest
T1841,Accessories,Casual,69,Autumn,Pastel,Silk,Affordable,High-end,TikTok
T1842,Accessories,Formal,29,Winter,Gradient,Velvet,Mid-range,High-end,Pinterest
T1843,Shoes,Bohemian,7,Spring,Pastel,Cotton,High-end,Fast Fashion,YouTube
T1844,Shoes,Vintage,65,Winter,Neon,Linen,Mid-range,Luxury,Instagram
T1845,Dress,Formal,59,Spring,Pastel,Wool,Mid-range,Luxury,Pinterest
T1846,Shoes,Sporty,99,Winter,Neon,Polyester,Affordable,Fast Fashion,YouTube
T1847,Dress,Vintage,43,Autumn,Monochrome,Denim,Mid-range,High-end,YouTube
T1848,Shirt,Bohemian,99,Summer,Neon,Denim,High-end,Local,Pinterest
T1849,Dress,Sporty,89,Spring,Neon,Cotton,High-end,Local,Pinterest
T1850,Dress,Sporty,15,Summer,Pastel,Polyester,Mid-range,High-end,Pinterest
T1851,Shoes,Bohemian,23,Winter,Metallic,Wool,High-end,Luxury,Instagram
T1852,Shirt,Formal,60,Winter,Earth-tone,Silk,Mid-range,Local,TikTok
T1853,Accessories,Casual,93,Autumn,Monochrome,Polyester,Affordable,Local,YouTube
T1854,Shirt,Minimalist,43,Spring,Pastel,Polyester,Affordable,Local,Pinterest
T1855,Dress,Streetwear,16,Summer,Pastel,Linen,High-end,Luxury,YouTube
T1856,Accessories,Formal,37,Winter,Monochrome,Silk,High-end,High-end,YouTube
